,Property Types,Price,Street Addresses,City,State,Zipcode,Sqft Area,Beds,Baths,Links
903,Multi-Family Home,"$245,000","7230 Amherst Ave,",Saint Louis,MO,63130,"2,744",4,2,https://www.realtor.com//realestateandhomes-detail/7230-Amherst-Ave_Saint-Louis_MO_63130_M84342-05023
904,House for Sale,"$99,000","1426 Waldron Ave,",Saint Louis,MO,63130,"2,002",4,2.5,https://www.realtor.com//realestateandhomes-detail/1426-Waldron-Ave_Saint-Louis_MO_63130_M76724-11295
905,Multi-Family Home,"$699,900","7376 Tulane Ave,",University City,MO,63130,"3,150",3,2,https://www.realtor.com//realestateandhomes-detail/7376-Tulane-Ave_University-City_MO_63130_M79271-41771
906,House for Sale,"$650,000","7629 Cornell Ave,",Saint Louis,MO,63130,"2,804",6,4.5,https://www.realtor.com//realestateandhomes-detail/7629-Cornell-Ave_Saint-Louis_MO_63130_M97227-46750
907,House for Sale,"$99,900","6704 Etzel Ave,",Saint Louis,MO,63130,825,2,1,https://www.realtor.com//realestateandhomes-detail/6704-Etzel-Ave_Saint-Louis_MO_63130_M83838-32842
908,House for Sale,"$420,000","7134 Princeton Ave,",University City,MO,63130,"2,120",3,2.5,https://www.realtor.com//realestateandhomes-detail/7134-Princeton-Ave_University-City_MO_63130_M78980-59206
909,House for Sale,"$619,000","521 Midvale Ave,",University City,MO,63130,"2,665",4,2.5,https://www.realtor.com//realestateandhomes-detail/521-Midvale-Ave_University-City_MO_63130_M73928-68088
910,House for Sale,"$325,000","7316 Colgate Ave,",University City,MO,63130,"1,904",3,1.5,https://www.realtor.com//realestateandhomes-detail/7316-Colgate-Ave_Saint-Louis_MO_63130_M83502-44855
911,Condo/Townhome,"$799,900","7634 Delmar Blvd,",Saint Louis,MO,63130,"3,204",3,2.5+,https://www.realtor.com//realestateandhomes-detail/7634-Delmar-Blvd_Saint-Louis_MO_63130_M83223-31961?ex=MO2457649510
912,House for Sale,"$455,000","520 West Dr,",University City,MO,63130,"2,149",3,2,https://www.realtor.com//realestateandhomes-detail/520-West-Dr_Saint-Louis_MO_63130_M82002-86000
913,House for Sale,"$549,900","581 Purdue Ave,",University City,MO,63130,"2,622",4,2.5,https://www.realtor.com//realestateandhomes-detail/581-Purdue-Ave_University-City_MO_63130_M74772-00916
914,House for Sale,"$439,000","8120 Balson Ave,",Saint Louis,MO,63130,"2,753",4,2,https://www.realtor.com//realestateandhomes-detail/8120-Balson-Ave_Saint-Louis_MO_63130_M81483-48648
915,House for Sale,"$160,000","7048 Arcadia Ave,",Saint Louis,MO,63130,"1,232",3,1,https://www.realtor.com//realestateandhomes-detail/7048-Arcadia-Ave_Saint-Louis_MO_63130_M78300-22967
916,House for Sale,"$419,750","986 Barnard College Ln,",University City,MO,63130,"2,314",4,3.5,https://www.realtor.com//realestateandhomes-detail/986-Barnard-College-Ln_Saint-Louis_MO_63130_M87850-59836
917,House for Sale,"$159,900","1214 Purdue Ave,",Saint Louis,MO,63130,"1,598",3,1,https://www.realtor.com//realestateandhomes-detail/1214-Purdue-Ave_Saint-Louis_MO_63130_M86288-52561
918,House for Sale,"$35,000","7602 Wayne Ave,",Saint Louis,MO,63130,"1,092",3,2,https://www.realtor.com//realestateandhomes-detail/7602-Wayne-Ave_Saint-Louis_MO_63130_M70018-09956
919,House for Sale,"$139,900","1293 Pennsylvania Ave,",Saint Louis,MO,63130,"1,715",4,2,https://www.realtor.com//realestateandhomes-detail/1293-Pennsylvania-Ave_Saint-Louis_MO_63130_M88358-27606
920,Condo/Townhome,"$354,900","515 N Unit 1A and Rd S,",Saint Louis,MO,63130,"2,148",3,2,https://www.realtor.com//realestateandhomes-detail/515-N-and-South-Rd-Apt-1A_University-City_MO_63130_M89815-32886
921,House for Sale,"$153,000","1008 Groby Rd,",Saint Louis,MO,63130,"1,230",4,2,https://www.realtor.com//realestateandhomes-detail/1008-Groby-Rd_Saint-Louis_MO_63130_M70214-15877
922,House for Sale,"$56,500","1059 Ferguson Ave,",Saint Louis,MO,63130,"1,120",2,1,https://www.realtor.com//realestateandhomes-detail/1059-Ferguson-Ave_Saint-Louis_MO_63130_M75057-95266
923,House for Sale,"$485,000","7134 Cambridge Ave,",Saint Louis,MO,63130,"2,900",4,2.5,https://www.realtor.com//realestateandhomes-detail/7134-Cambridge-Ave_Saint-Louis_MO_63130_M72896-29351
924,House for Sale,"$85,000","6815 Plymouth Ave,",Saint Louis,MO,63130,"1,281",3,1,https://www.realtor.com//realestateandhomes-detail/6815-Plymouth-Ave_Saint-Louis_MO_63130_M80604-75556
925,House for Sale,"$80,000","8132 Braddock Dr,",Saint Louis,MO,63130,850,2,1,https://www.realtor.com//realestateandhomes-detail/8132-Braddock-Dr_Saint-Louis_MO_63130_M80624-62023
926,House for Sale,"$264,950","7516 Delmar Blvd,",Saint Louis,MO,63130,"1,477",3,1,https://www.realtor.com//realestateandhomes-detail/7516-Delmar-Blvd_Saint-Louis_MO_63130_M85049-31930
927,House for Sale,"$57,500","7361 Milan Ave,",Saint Louis,MO,63130,960,3,1,https://www.realtor.com//realestateandhomes-detail/7361-Milan-Ave_Saint-Louis_MO_63130_M75815-31033
928,House for Sale,"$249,900","7471 Shaftesbury Ave,",University City,MO,63130,"1,622",4,2,https://www.realtor.com//realestateandhomes-detail/7471-Shaftesbury-Ave_Saint-Louis_MO_63130_M87712-34172
929,House for Sale,"$249,900","7334 Ahern Ave,",Saint Louis,MO,63130,"1,592",3,1.5,https://www.realtor.com//realestateandhomes-detail/7334-Ahern-Ave_Saint-Louis_MO_63130_M84071-94736
930,House for Sale,"$129,900","1087 N Hanley Rd,",University City,MO,63130,"1,183",3,1.5,https://www.realtor.com//realestateandhomes-detail/1087-N-Hanley-Rd_Saint-Louis_MO_63130_M77666-33599
931,House for Sale,"$274,900","7354 Balson Ave,",University City,MO,63130,"2,400",3,1.5,https://www.realtor.com//realestateandhomes-detail/7354-Balson-Ave_Saint-Louis_MO_63130_M84182-99987
932,House for Sale,"$475,000","6215 Pershing Ave,",Saint Louis,MO,63130,"3,176",7,2.5,https://www.realtor.com//realestateandhomes-detail/6215-Pershing-Ave_University-City_MO_63130_M89560-50502
933,House for Sale,"$79,900","1274 George St,",Saint Louis,MO,63130,891,3,1,https://www.realtor.com//realestateandhomes-detail/1274-George-St_Saint-Louis_MO_63130_M86719-31991
934,House for Sale,"$364,900","7481 Cornell Ave,",University City,MO,63130,"2,142",3,2.5,https://www.realtor.com//realestateandhomes-detail/7481-Cornell-Ave_University-City_MO_63130_M75344-41403
935,House for Sale,"$179,999","7815 Blackberry Ave,",Saint Louis,MO,63130,"1,800",3,2,https://www.realtor.com//realestateandhomes-detail/7815-Blackberry-Ave_Saint-Louis_MO_63130_M73535-51815
936,Condo/Townhome,"$319,900","500 North Unit 105 and South,",Saint Louis,MO,63130,"1,468",2,2,https://www.realtor.com//realestateandhomes-detail/500-N-and-South-Rd-Apt-105_Saint-Louis_MO_63130_M82434-01105
937,House for Sale,"$557,000","7376 Stratford Ave,",Saint Louis,MO,63130,"2,480",4,2.5+,https://www.realtor.com//realestateandhomes-detail/7376-Stratford-Ave_Saint-Louis_MO_63130_M77980-74682
938,House for Sale,"$120,000","1145 Burch Ln,",Saint Louis,MO,63130,"1,240",3,2.5,https://www.realtor.com//realestateandhomes-detail/1145-Burch-Ln_Saint-Louis_MO_63130_M79003-06535
939,House for Sale,"$38,000","7515 Wayne Ave,",Saint Louis,MO,63130,"1,041",2,1,https://www.realtor.com//realestateandhomes-detail/7515-Wayne-Ave_Saint-Louis_MO_63130_M83818-90978
940,House for Sale,"$99,900","6554 Plymouth Ave,",Saint Louis,MO,63130,932,2,1,https://www.realtor.com//realestateandhomes-detail/6554-Plymouth-Ave_Saint-Louis_MO_63130_M81894-49834
941,House for Sale,"$80,000","6530 Plymouth Ave,",Saint Louis,MO,63130,946,2,1,https://www.realtor.com//realestateandhomes-detail/6530-Plymouth-Ave_Saint-Louis_MO_63130_M89441-42031
942,House for Sale,"$340,000","7616 Balson Ave,",Saint Louis,MO,63130,"2,096",3,2.5,https://www.realtor.com//realestateandhomes-detail/7616-Balson-Ave_Saint-Louis_MO_63130_M89655-87618
943,Condo/Townhome,"$386,000","505 N Unit 2C and S,",Saint Louis,MO,63130,"1,590",2,2,https://www.realtor.com//realestateandhomes-detail/505-N-and-South-Rd-Apt-2C_University-City_MO_63130_M77638-46174
944,House for Sale,"$425,000","7156 Pershing Ave,",Saint Louis,MO,63130,"2,424",4,1.5+,https://www.realtor.com//realestateandhomes-detail/7156-Pershing-Ave_University-City_MO_63130_M70841-82210
945,Condo/Townhome,"$315,000","901 N Hanley Rd,",University City,MO,63130,"1,976",3,2.5,https://www.realtor.com//realestateandhomes-detail/901-N-Hanley-Rd_University-City_MO_63130_M83982-88176
946,House for Sale,"$299,500","7532 Gannon Ave,",University City,MO,63130,"1,432",2,1.5,https://www.realtor.com//realestateandhomes-detail/7532-Gannon-Ave_University-City_MO_63130_M71192-23752
947,Multi-Family Home,"$245,000","7230 Amherst Ave,",Saint Louis,MO,63130,"2,744",4,2,https://www.realtor.com//realestateandhomes-detail/7230-Amherst-Ave_Saint-Louis_MO_63130_M84342-05023
948,House for Sale,"$99,000","1426 Waldron Ave,",Saint Louis,MO,63130,"2,002",4,2.5,https://www.realtor.com//realestateandhomes-detail/1426-Waldron-Ave_Saint-Louis_MO_63130_M76724-11295
949,Multi-Family Home,"$699,900","7376 Tulane Ave,",University City,MO,63130,"3,150",3,2,https://www.realtor.com//realestateandhomes-detail/7376-Tulane-Ave_University-City_MO_63130_M79271-41771
950,House for Sale,"$99,900","6704 Etzel Ave,",Saint Louis,MO,63130,825,2,1,https://www.realtor.com//realestateandhomes-detail/6704-Etzel-Ave_Saint-Louis_MO_63130_M83838-32842
951,House for Sale,"$325,000","7316 Colgate Ave,",University City,MO,63130,"1,904",3,1.5,https://www.realtor.com//realestateandhomes-detail/7316-Colgate-Ave_Saint-Louis_MO_63130_M83502-44855
952,House for Sale,"$420,000","7134 Princeton Ave,",University City,MO,63130,"2,120",3,2.5,https://www.realtor.com//realestateandhomes-detail/7134-Princeton-Ave_University-City_MO_63130_M78980-59206
953,House for Sale,"$624,900","512 N Central Ave,",University City,MO,63130,"2,392",4,3.5,https://www.realtor.com//realestateandhomes-detail/512-N-Central-Ave_Saint-Louis_MO_63130_M76241-28451
954,House for Sale,"$455,000","520 West Dr,",University City,MO,63130,"2,149",3,2,https://www.realtor.com//realestateandhomes-detail/520-West-Dr_Saint-Louis_MO_63130_M82002-86000
955,Condo/Townhome,"$799,900","7634 Delmar Blvd,",Saint Louis,MO,63130,"3,204",3,2.5+,https://www.realtor.com//realestateandhomes-detail/7634-Delmar-Blvd_Saint-Louis_MO_63130_M83223-31961?ex=MO2457649510
956,House for Sale,"$439,000","8120 Balson Ave,",Saint Louis,MO,63130,"2,753",4,2,https://www.realtor.com//realestateandhomes-detail/8120-Balson-Ave_Saint-Louis_MO_63130_M81483-48648
957,House for Sale,"$160,000","7048 Arcadia Ave,",Saint Louis,MO,63130,"1,232",3,1,https://www.realtor.com//realestateandhomes-detail/7048-Arcadia-Ave_Saint-Louis_MO_63130_M78300-22967
958,House for Sale,"$400,000","7101 Stanford Ave,",Saint Louis,MO,63130,"2,248",3,2.5,https://www.realtor.com//realestateandhomes-detail/7101-Stanford-Ave_Saint-Louis_MO_63130_M86676-35035
959,House for Sale,"$159,900","1214 Purdue Ave,",Saint Louis,MO,63130,"1,598",3,1,https://www.realtor.com//realestateandhomes-detail/1214-Purdue-Ave_Saint-Louis_MO_63130_M86288-52561
960,House for Sale,"$35,000","7602 Wayne Ave,",Saint Louis,MO,63130,"1,092",3,2,https://www.realtor.com//realestateandhomes-detail/7602-Wayne-Ave_Saint-Louis_MO_63130_M70018-09956
961,Condo/Townhome,"$354,900","515 N Unit 1A and Rd S,",Saint Louis,MO,63130,"2,148",3,2,https://www.realtor.com//realestateandhomes-detail/515-N-and-South-Rd-Apt-1A_University-City_MO_63130_M89815-32886
962,House for Sale,"$485,000","7134 Cambridge Ave,",Saint Louis,MO,63130,"2,900",4,2.5,https://www.realtor.com//realestateandhomes-detail/7134-Cambridge-Ave_Saint-Louis_MO_63130_M72896-29351
963,House for Sale,"$85,000","6815 Plymouth Ave,",Saint Louis,MO,63130,"1,281",3,1,https://www.realtor.com//realestateandhomes-detail/6815-Plymouth-Ave_Saint-Louis_MO_63130_M80604-75556
964,House for Sale,"$80,000","7418 Melrose Ave,",Saint Louis,MO,63130,"1,202",3,1,https://www.realtor.com//realestateandhomes-detail/7418-Melrose-Ave_Saint-Louis_MO_63130_M87194-12654
965,House for Sale,"$349,900","7207 Stanford Ave,",University City,MO,63130,"1,842",3,2,https://www.realtor.com//realestateandhomes-detail/7207-Stanford-Ave_Saint-Louis_MO_63130_M84050-25791
966,House for Sale,"$80,000","8132 Braddock Dr,",Saint Louis,MO,63130,850,2,1,https://www.realtor.com//realestateandhomes-detail/8132-Braddock-Dr_Saint-Louis_MO_63130_M80624-62023
967,House for Sale,"$57,500","7361 Milan Ave,",Saint Louis,MO,63130,960,3,1,https://www.realtor.com//realestateandhomes-detail/7361-Milan-Ave_Saint-Louis_MO_63130_M75815-31033
968,House for Sale,"$249,000","6974 Dartmouth Ave,",University City,MO,63130,"1,452",3,2.5,https://www.realtor.com//realestateandhomes-detail/6974-Dartmouth-Ave_University-City_MO_63130_M80063-16769
969,House for Sale,"$264,950","7516 Delmar Blvd,",Saint Louis,MO,63130,"1,477",3,1,https://www.realtor.com//realestateandhomes-detail/7516-Delmar-Blvd_Saint-Louis_MO_63130_M85049-31930
970,House for Sale,"$62,500","1507 Westmont Pl,",Saint Louis,MO,63130,"1,176",3,1,https://www.realtor.com//realestateandhomes-detail/1507-Westmont-Pl_Saint-Louis_MO_63130_M88404-27582
971,House for Sale,"$115,000","1057 Roth Ave,",Saint Louis,MO,63130,"1,105",2,1.5,https://www.realtor.com//realestateandhomes-detail/1057-Roth-Ave_University-City_MO_63130_M72303-44495
972,House for Sale,"$129,900","1087 N Hanley Rd,",University City,MO,63130,"1,183",3,1.5,https://www.realtor.com//realestateandhomes-detail/1087-N-Hanley-Rd_Saint-Louis_MO_63130_M77666-33599
973,House for Sale,"$249,900","7334 Ahern Ave,",Saint Louis,MO,63130,"1,592",3,1.5,https://www.realtor.com//realestateandhomes-detail/7334-Ahern-Ave_Saint-Louis_MO_63130_M84071-94736
974,Land,"$50,000","6282 Cates Ave,",Saint Louis,MO,63130,0,"5,227",0,https://www.realtor.com//realestateandhomes-detail/6282-Cates-Ave_University-City_MO_63130_M73594-73980
975,House for Sale,"$1,499,999","7100 Delmar Blvd,",Saint Louis,MO,63130,"10,239",10,4.5+,https://www.realtor.com//realestateandhomes-detail/7100-Delmar-Blvd_Saint-Louis_MO_63130_M85856-12696
976,House for Sale,"$699,000","6348 Washington Ave,",University City,MO,63130,"3,263",5,3.5,https://www.realtor.com//realestateandhomes-detail/6348-Washington-Ave_University-City_MO_63130_M80744-76881
977,House for Sale,"$475,000","8121 Gannon Ave,",Saint Louis,MO,63130,"2,603",5,4,https://www.realtor.com//realestateandhomes-detail/8121-Gannon-Ave_Saint-Louis_MO_63130_M86629-43378
978,House for Sale,"$1,250,000","7149 Westmoreland Dr,",University City,MO,63130,"4,899",6,4.5+,https://www.realtor.com//realestateandhomes-detail/7149-Westmoreland-Dr_University-City_MO_63130_M71587-82513
979,House for Sale,"$275,000","7843 Gannon Ave,",University City,MO,63130,"1,318",2,2,https://www.realtor.com//realestateandhomes-detail/7843-Gannon-Ave_Saint-Louis_MO_63130_M83026-55544
980,House for Sale,"$624,900","512 N Central Ave,",University City,MO,63130,"2,392",4,3.5,https://www.realtor.com//realestateandhomes-detail/512-N-Central-Ave_Saint-Louis_MO_63130_M76241-28451
981,House for Sale,"$485,000","7373 Kingsbury Blvd,",Saint Louis,MO,63130,"1,848",3,2.5+,https://www.realtor.com//realestateandhomes-detail/7373-Kingsbury-Blvd_Saint-Louis_MO_63130_M70443-82184
982,House for Sale,"$924,500","7920 Teasdale Ave,",University City,MO,63130,"3,598",6,4.5,https://www.realtor.com//realestateandhomes-detail/7920-Teasdale-Ave_Saint-Louis_MO_63130_M76692-14128
983,House for Sale,"$59,000","8132 Vardaman Dr,",Saint Louis,MO,63130,825,2,1,https://www.realtor.com//realestateandhomes-detail/8132-Vardaman-Dr_Saint-Louis_MO_63130_M80000-90727
984,House for Sale,"$579,000","7070 Washington Ave,",University City,MO,63130,"2,729",4,3.5+,https://www.realtor.com//realestateandhomes-detail/7070-Washington-Ave_University-City_MO_63130_M93680-58733
985,House for Sale,"$539,000","401 W Point Ct,",Saint Louis,MO,63130,"1,970",3,2.5,https://www.realtor.com//realestateandhomes-detail/401-W-Point-Ct_Saint-Louis_MO_63130_M75960-93274
986,House for Sale,"$574,900","7434 Kingsbury Blvd,",University City,MO,63130,"2,700",4,2.5,https://www.realtor.com//realestateandhomes-detail/7434-Kingsbury-Blvd_Saint-Louis_MO_63130_M70969-58314
987,Condo/Townhome,"$849,000","7397 Pershing Ave Apt A,",University City,MO,63130,"3,036",2,3.5,https://www.realtor.com//realestateandhomes-detail/7397-Pershing-Ave-Apt-A_University-City_MO_63130_M70185-00727
988,House for Sale,"$210,000","942 Wild Cherry Ln,",University City,MO,63130,"1,431",3,1.5,https://www.realtor.com//realestateandhomes-detail/942-Wild-Cherry-Ln_Saint-Louis_MO_63130_M73530-67358
989,Condo/Townhome,"$189,900","8227 Swarthmore Ct,",Saint Louis,MO,63130,"1,630",3,2.5,https://www.realtor.com//realestateandhomes-detail/8227-Swarthmore-Ct_Saint-Louis_MO_63130_M82895-86570
990,House for Sale,"$349,900","7207 Stanford Ave,",University City,MO,63130,"1,842",3,2,https://www.realtor.com//realestateandhomes-detail/7207-Stanford-Ave_Saint-Louis_MO_63130_M84050-25791
991,House for Sale,"$549,900","6200 Pershing Ave,",Saint Louis,MO,63130,"3,300",4,3.5,https://www.realtor.com//realestateandhomes-detail/6200-Pershing-Ave_Saint-Louis_MO_63130_M89658-88711
992,House for Sale,"$342,900","7041 Stanford Ave,",University City,MO,63130,"1,947",3,2,https://www.realtor.com//realestateandhomes-detail/7041-Stanford-Ave_University-City_MO_63130_M86623-06005
993,House for Sale,"$439,900","7124 Princeton Ave,",University City,MO,63130,"2,609",4,2.5,https://www.realtor.com//realestateandhomes-detail/7124-Princeton-Ave_Saint-Louis_MO_63130_M88576-72266
994,House for Sale,"$515,000","793 Yale Ave,",University City,MO,63130,"2,392",4,1.5,https://www.realtor.com//realestateandhomes-detail/793-Yale-Ave_University-City_MO_63130_M75399-38573
995,House for Sale,"$924,900","7454 Teasdale Ave,",Saint Louis,MO,63130,"3,533",3,2.5,https://www.realtor.com//realestateandhomes-detail/7454-Teasdale-Ave_Saint-Louis_MO_63130_M82910-29273
996,House for Sale,"$400,000","7101 Stanford Ave,",Saint Louis,MO,63130,"2,248",3,2.5,https://www.realtor.com//realestateandhomes-detail/7101-Stanford-Ave_Saint-Louis_MO_63130_M86676-35035
997,House for Sale,"$749,900","7924 Cornell Ave,",Saint Louis,MO,63130,"3,569",4,3.5,https://www.realtor.com//realestateandhomes-detail/7924-Cornell-Ave_University-City_MO_63130_M71949-39740
998,House for Sale,"$249,000","6974 Dartmouth Ave,",University City,MO,63130,"1,452",3,2.5,https://www.realtor.com//realestateandhomes-detail/6974-Dartmouth-Ave_University-City_MO_63130_M80063-16769
999,House for Sale,"$364,900","959 Morehouse Ln,",Saint Louis,MO,63130,"2,096",3,2.5,https://www.realtor.com//realestateandhomes-detail/959-Morehouse-Ln_University-City_MO_63130_M73763-70647
1000,House for Sale,"$149,000","1149 Blancha Ct,",University City,MO,63130,"1,463",3,1.5,https://www.realtor.com//realestateandhomes-detail/1149-Blancha-Ct_University-City_MO_63130_M82848-53796
1001,House for Sale,"$94,900","1134 Watts Ave,",Saint Louis,MO,63130,888,2,1.5,https://www.realtor.com//realestateandhomes-detail/1134-Watts-Ave_Saint-Louis_MO_63130_M73801-16318
1002,House for Sale,"$410,500","7444 University Dr,",Saint Louis,MO,63130,"1,858",3,1.5,https://www.realtor.com//realestateandhomes-detail/7444-University-Dr_Saint-Louis_MO_63130_M75973-23050
1003,House for Sale,"$59,500","7300 Trenton Ave,",Saint Louis,MO,63130,"1,250",2,1,https://www.realtor.com//realestateandhomes-detail/7300-Trenton-Ave_Saint-Louis_MO_63130_M77955-26077
1004,Condo/Townhome,"$429,900","500 N Unit 106 and Rd S,",Saint Louis,MO,63130,"1,759",2,2,https://www.realtor.com//realestateandhomes-detail/500-N-and-South-Rd-Apt-106_Saint-Louis_MO_63130_M70170-10089
1005,House for Sale,"$235,000","7544 Amherst Ave,",University City,MO,63130,"1,509",2,2.5,https://www.realtor.com//realestateandhomes-detail/7544-Amherst-Ave_University-City_MO_63130_M78230-47938
1006,House for Sale,"$314,900","7433 Tulane Ave,",Saint Louis,MO,63130,"1,808",3,1.5,https://www.realtor.com//realestateandhomes-detail/7433-Tulane-Ave_Saint-Louis_MO_63130_M73599-36367
1007,House for Sale,"$80,000","7418 Melrose Ave,",Saint Louis,MO,63130,"1,202",3,1,https://www.realtor.com//realestateandhomes-detail/7418-Melrose-Ave_Saint-Louis_MO_63130_M87194-12654
1008,House for Sale,"$184,475","7249 Dorset Ave,",Saint Louis,MO,63130,"1,407",3,2,https://www.realtor.com//realestateandhomes-detail/7249-Dorset-Ave_Saint-Louis_MO_63130_M78094-14901
1009,House for Sale,"$225,000","830 Wild Cherry Ln,",University City,MO,63130,"1,512",3,1.5,https://www.realtor.com//realestateandhomes-detail/830-Wild-Cherry-Ln_Saint-Louis_MO_63130_M81129-08001
1010,House for Sale,"$115,000","1057 Roth Ave,",Saint Louis,MO,63130,"1,105",2,1.5,https://www.realtor.com//realestateandhomes-detail/1057-Roth-Ave_University-City_MO_63130_M72303-44495
1011,House for Sale,"$369,900","7043 Waterman Ave,",Saint Louis,MO,63130,"1,896",3,1.5+,https://www.realtor.com//realestateandhomes-detail/7043-Waterman-Ave_Saint-Louis_MO_63130_M89366-85511
1012,House for Sale,"$62,500","1507 Westmont Pl,",Saint Louis,MO,63130,"1,176",3,1,https://www.realtor.com//realestateandhomes-detail/1507-Westmont-Pl_Saint-Louis_MO_63130_M88404-27582
1013,House for Sale,"$123,900","1337 Mount Olive Ave,",Saint Louis,MO,63130,966,3,1,https://www.realtor.com//realestateandhomes-detail/1337-Mount-Olive-Ave_Saint-Louis_MO_63130_M78908-46060
1014,House for Sale,"$324,900","7452 Gannon Ave,",University City,MO,63130,"1,609",3,2,https://www.realtor.com//realestateandhomes-detail/7452-Gannon-Ave_Saint-Louis_MO_63130_M89433-93381
1015,House for Sale,"$22,000","6820 Plymouth Ave,",Saint Louis,MO,63130,672,1,1,https://www.realtor.com//realestateandhomes-detail/6820-Plymouth-Ave_Saint-Louis_MO_63130_M85820-46537
1016,House for Sale,"$14,900","1150 Sutter Ave,",Saint Louis,MO,63130,"1,176",4,1,https://www.realtor.com//realestateandhomes-detail/1150-Sutter-Ave_Saint-Louis_MO_63130_M72866-34258
1017,Condo/Townhome,"$349,900","7376 Tulane Ave Unit A,",University City,MO,63130,"1,600",3,2,https://www.realtor.com//realestateandhomes-detail/7376-Tulane-Ave-A_University-City_MO_63130_M85469-83137
1018,House for Sale,"$314,900","7460 Amherst Ave,",University City,MO,63130,"1,680",3,1,https://www.realtor.com//realestateandhomes-detail/7460-Amherst-Ave_Saint-Louis_MO_63130_M72224-38857
1019,House for Sale,"$164,900","7523 State Highway 34,",Marble Hill,MO,63764,"1,276",3,2,https://www.realtor.com//realestateandhomes-detail/7523-State-Highway-34_Marble-Hill_MO_63764_M84325-43859
1020,House for Sale,"$139,000","2 Rr # 375,",Marble Hill,MO,63764,"1,000",2,1.5,https://www.realtor.com//realestateandhomes-detail/375-State-Highway-51-S_Marble-Hill_MO_63764_M90376-78622
1021,Mfd/Mobile Home,"$69,900","103 North St,",Marble Hill,MO,63764,"1,612",3,2,https://www.realtor.com//realestateandhomes-detail/103-North-St_Marble-Hill_MO_63764_M83327-95680
1022,Mfd/Mobile Home,"$64,900","Hc 66 Box 528 # 513,",Marble Hill,MO,63764,"1,526",3,2,https://www.realtor.com//realestateandhomes-detail/Hc-66-Box-528-513_Marble-Hill_MO_63764_M90703-23375
1023,House for Sale,"$339,900","Rr 5 Box # 3998,",Marble Hill,MO,63764,"2,578",3,2.5,https://www.realtor.com//realestateandhomes-detail/Rr-5-Box-3998_Marble-Hill_MO_63764_M94635-10397
1024,House for Sale,"$134,900","3 Rr Box # 3895,",Marble Hill,MO,63764,"1,586",2,2.5,https://www.realtor.com//realestateandhomes-detail/3-Rr-Box-3895_Marble-Hill_MO_63764_M81032-58782
1025,House for Sale,"$100,000","1 Rr Box # 502C,",Marble Hill,MO,63764,840,1,1,https://www.realtor.com//realestateandhomes-detail/Rr-1-Box-502C_Marble-Hill_MO_63764_M79511-69470
1026,Mfd/Mobile Home,"$180,000","66 Hc Box # 875,",Marble Hill,MO,63764,"1,680",3,2,https://www.realtor.com//realestateandhomes-detail/66-Hc-Box-875_Marble-Hill_MO_63764_M90685-38470
1027,House for Sale,"$749,900","Rr 4 Box # 2890,",Marble Hill,MO,63764,"3,751",2,3,https://www.realtor.com//realestateandhomes-detail/Marble-Hill_MO_63764_M73583-57377
1028,House for Sale,"$52,500","Bcounty Rd # 802,",Marble Hill,MO,63764,"1,456",3,2,https://www.realtor.com//realestateandhomes-detail/Bcounty-Rd-802_Marble-Hill_MO_63764_M76007-45675
1029,Farms/Ranches,"$559,900","State Highway 51,",Marble Hill,MO,63764,0,0,254.42,https://www.realtor.com//realestateandhomes-detail/State-Highway-51_Marble-Hill_MO_63764_M78411-82571
1030,House for Sale,"$142,000","Hc 64 Box # 4020,",Marble Hill,MO,63764,"1,258",2,1.5,https://www.realtor.com//realestateandhomes-detail/Hc-64-Box-4020_Marble-Hill_MO_63764_M76508-93008
1031,House for Sale,"$135,900","Rr 1 Box 129,",Marble Hill,MO,63764,"1,368",3,1.5,https://www.realtor.com//realestateandhomes-detail/Rr-1-Box-129_Marble-Hill_MO_63764_M86403-22368
1032,House for Sale,"$129,900","504 Crown St,",Marble Hill,MO,63764,"1,437",2,2,https://www.realtor.com//realestateandhomes-detail/504-Crown-St_Marble-Hill_MO_63764_M83380-12912
1033,House for Sale,"$340,000","Hwy Jj,",Marble Hill,MO,63764,"1,452",3,2,https://www.realtor.com//realestateandhomes-detail/Hwy-Jj_Marble-Hill_MO_63764_M70683-96581
1034,House for Sale,"$139,900","Rr 3 Box # 3568,",Marble Hill,MO,63764,"1,200",3,2,https://www.realtor.com//realestateandhomes-detail/Rr-3-Box-3568_Marble-Hill_MO_63764_M76132-74094
1035,Mfd/Mobile Home,"$99,900","Rr 2 Box 2890,",Marble Hill,MO,63764,"1,809",3,2,https://www.realtor.com//realestateandhomes-detail/Rr-2-Box-2890_Marble-Hill_MO_63764_M98305-50791
1036,Farms/Ranches,"$49,900","Rr 5 Box 3970,",Marble Hill,MO,63764,0,0,18.77,https://www.realtor.com//realestateandhomes-detail/Rr-5-Box-3970_Marble-Hill_MO_63764_M92093-38763
1037,Farms/Ranches,"$50,000","1 Hc Box # 7,",Marble Hill,MO,63764,0,0,11.7,https://www.realtor.com//realestateandhomes-detail/1-Hc-Box-7_Marble-Hill_MO_63764_M92436-32708
1038,Mfd/Mobile Home,"$129,900","3974 N Highway 51,",Marble Hill,MO,63764,"1,568",3,2,https://www.realtor.com//realestateandhomes-detail/3974-N-Highway-51_Marble-Hill_MO_63764_M94382-53262
